Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"12/4/2026, 6:29:26 PM",Second year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Often,Rarely (1-2 times a month),Severe impact,Every night,Never,Rarely (1-2 times a week),Extremely high stress,Below Average
"12/4/2026, 6:29:52 PM",Second year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Good,Often,Often,Rarely (1-2 times a month),Minor impact,Every night,Never,Sometimes (3-4 times a week),Low stress,Average
"12/4/2026, 6:30:00 PM",Second year,EEE,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Poor,Rarely,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Low stress,Average
"12/4/2026, 6:32:13 PM",Second year,Mechanical,Male,Sometimes (3-4 times a week),Less than 4 hours,Often (5-6 times a week),Very poor,Sometimes,Rarely,Always,Major impact,Every night,Every day,Sometimes (3-4 times a week),Low stress,Good
"12/4/2026, 6:37:59 PM",Second year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Good,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Never,High stress,Good
"12/4/2026, 6:41:47 PM",Second year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Good,Always,Sometimes,Often (3-4 times a week),Moderate impact,Every night,Never,Sometimes (3-4 times a week),High stress,Average
"12/4/2026, 6:44:05 PM",Second year,Civil,Female,Never,More than 8 hours,Often (5-6 times a week),Very good,Never,Never,Never,Moderate impact,Never,Never,Never,No stress,Average
"12/4/2026, 6:44:55 PM",Second year,EEE,Male,Rarely (1-2 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Often,Sometimes,Often (3-4 times a week),Moderate impact,Every night,Never,Sometimes (3-4 times a week),Extremely high stress,Below Average
"12/4/2026, 6:44:55 PM",Second year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Very good,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Sometimes (3-4 times a week),High stress,Good
"12/4/2026, 6:45:22 PM",Second year,CSE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Rarely (1-2 times a week),Often (5-6 times a week),High stress,Good
"12/4/2026, 6:50:32 PM",Second year,Other,Female,Every night,6-7 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Sometimes (1-2 times a week),Major impact,Every night,Every day,Every day,No stress,Poor
"12/4/2026, 6:51:13 PM",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Very good,Often,Always,Always,Severe impact,Every night,Never,Every day,High stress,Below Average
"12/4/2026, 6:56:29 PM",Second year,Mechanical,Male,Never,7-8 hours,Often (5-6 times a week),Good,Rarely,Never,Never,Minor impact,Every night,Never,Never,High stress,Good
"12/4/2026, 6:58:28 PM",Second year,CSE,Male,Never,7-8 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"12/4/2026, 6:58:45 PM",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Low stress,Average
"12/4/2026, 7:08:12 PM",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Sometimes,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
"12/4/2026, 7:08:56 PM",Second year,Civil,Female,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Good,Often,Always,Always,Severe impact,Every night,Every day,Rarely (1-2 times a week),Extremely high stress,Below Average
"12/4/2026, 7:11:50 PM",Second year,ECE,Male,Every night,5-6 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Severe impact,Sometimes (3-4 times a week),Every day,Rarely (1-2 times a week),High stress,Poor
"13/4/2026, 7:11:51 pm",Second year,ECE,Female,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:12:12 pm",Second year,CSE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Every day,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:12:26 pm",Second year,CSE,Male,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Poor,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Never,Sometimes (3-4 times a week),Low stress,Average
"13/4/2026, 7:12:49 pm",Second year,ECE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),Low stress,Average
"13/4/2026, 7:13:14 pm",Second year,Other,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Never,Minor impact,Every night,Never,Never,High stress,Average
"13/4/2026, 7:14:45 pm",Second year,CSE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Moderate impact,Every night,Never,Often (5-6 times a week),Extremely high stress,Good
"13/4/2026, 7:15:40 pm",Second year,ECE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Below Average
"13/4/2026, 7:16:10 pm",Second year,CSE,Male,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Good,Sometimes,Always,Never,Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:18:17 pm",Second year,Other,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Never,Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Poor
"13/4/2026, 7:18:40 pm",Second year,ECE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Often,Never,Moderate impact,Sometimes (3-4 times a week),Never,Every day,High stress,Average
"13/4/2026, 7:19:11 pm",Second year,ECE,Male,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Never,Minor impact,Often (5-6 times a week),Every day,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:19:39 pm",Second year,ECE,Male,Never,7-8 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Often (3-4 times a week),Minor impact,Every night,Every day,Often (5-6 times a week),High stress,Average
"13/4/2026, 7:21:06 pm",Second year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Never,Every day,High stress,Good
"13/4/2026, 7:21:12 pm",Second year,ECE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Always,Often,Sometimes (1-2 times a week),Minor impact,Every night,Every day,Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 7:22:52 pm",Second year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Good,Never,Often,Sometimes (1-2 times a week),Minor impact,Every night,Never,Every day,Low stress,Good
"13/4/2026, 7:24:25 pm",Second year,CSE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Often,Always,Minor impact,Often (5-6 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:24:36 pm",Second year,ECE,Female,Every night,5-6 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:25:10 pm",Second year,EEE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Always,Always,Never,Moderate impact,Every night,Rarely (1-2 times a week),Every day,Extremely high stress,Average
"13/4/2026, 7:25:59 pm",Third year,CSE,Female,Every night,5-6 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Average
"13/4/2026, 7:26:13 pm",Third year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Good,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Below Average
"13/4/2026, 7:26:53 pm",Third year,ECE,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Always,Sometimes (1-2 times a week),Major impact,Every night,Every day,Never,High stress,Good
"13/4/2026, 7:30:59 pm",Third year,ECE,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Very poor,Rarely,Always,Often (3-4 times a week),Moderate impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Average
"13/4/2026, 7:35:03 pm",Third year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Good,Always,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Every day,Sometimes (3-4 times a week),Low stress,Good
"13/4/2026, 7:41:14 pm",Third year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Often,Sometimes (1-2 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Average
"13/4/2026, 7:43:22 pm",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Always,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 7:44:57 pm",Second year,EEE,Male,Rarely (1-2 times a week),7-8 hours,Often (5-6 times a week),Good,Rarely,Sometimes,Never,Minor impact,Every night,Every day,Often (5-6 times a week),No stress,Average
"13/4/2026, 7:46:22 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Rarely,Often,Often (3-4 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:46:22 pm",Third year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Poor,Often,Sometimes,Often (3-4 times a week),Moderate impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),High stress,Good
"13/4/2026, 7:46:22 pm",Second year,CSE,Female,Never,6-7 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Never,Never,High stress,Good
"13/4/2026, 7:46:22 pm",Third year,CSE,Male,Never,7-8 hours,Often (5-6 times a week),Good,Never,Rarely,Never,Moderate impact,Every night,Never,Rarely (1-2 times a week),Extremely high stress,Average
"13/4/2026, 7:46:22 pm",Second year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:46:22 pm",Third year,CSE,Male,Never,6-7 hours,Often (5-6 times a week),Good,Often,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Never,Every day,Low stress,Average
"13/4/2026, 7:46:22 pm",Third year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Always,Often (3-4 times a week),Moderate impact,Every night,Never,Never,Extremely high stress,Below Average
"13/4/2026, 7:46:22 pm",Third year,Other,Male,Rarely (1-2 times a week),5-6 hours,Often (5-6 times a week),Average,Always,Often,Rarely (1-2 times a month),Minor impact,Often (5-6 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 7:46:22 pm",Second year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Sometimes,Often,Rarely (1-2 times a month),Major impact,Rarely (1-2 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 8:20:11 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Very good,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Sometimes (3-4 times a week),Never,High stress,Average
"13/4/2026, 8:25:24 pm",Second year,CSE,Female,Never,5-6 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Often (5-6 times a week),Never,Low stress,Below Average
"13/4/2026, 8:27:43 pm",Third year,ECE,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Never,Never,Low stress,Average
"13/4/2026, 8:38:38 pm",Third year,ECE,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Always,Major impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 8:49:39 pm",Second year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Poor,Sometimes,Rarely,Sometimes (1-2 times a week),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
"13/4/2026, 8:57:20 pm",Third year,Other,Male,Every night,5-6 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Never,Every day,Extremely high stress,Average
"13/4/2026, 9:20:47 pm",Third year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Never,High stress,Average
"13/4/2026, 9:27:00 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Sometimes (3-4 times a week),Average,Rarely,Never,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Every day,No stress,Poor
"13/4/2026, 9:27:19 pm",Third year,EEE,Male,Never,Less than 4 hours,Often (5-6 times a week),Good,Never,Always,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Never,Every day,High stress,Average
"13/4/2026, 9:28:23 pm",Third year,ECE,Female,Never,6-7 hours,Often (5-6 times a week),Very good,Sometimes,Sometimes,Rarely (1-2 times a month),Severe impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Average
"13/4/2026, 9:33:42 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Rarely,Rarely (1-2 times a month),Moderate impact,Never,Never,Sometimes (3-4 times a week),Low stress,Good
"13/4/2026, 9:34:58 pm",Third year,EEE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Every day,High stress,Average
"13/4/2026, 9:39:06 pm",Third year,CSE,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
"13/4/2026, 9:41:22 pm",Third year,CSE,Male,Every night,5-6 hours,Often (5-6 times a week),Very poor,Never,Never,Never,Moderate impact,Never,Never,Never,No stress,Poor
"13/4/2026, 9:41:32 pm",Third year,Mechanical,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Very poor,Rarely,Always,Always,Severe impact,Every night,Never,Rarely (1-2 times a week),Low stress,Average
"13/4/2026, 9:41:46 pm",Third year,EEE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Often,Sometimes (1-2 times a week),Severe impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),High stress,Below Average
"13/4/2026, 9:43:51 pm",Third year,ECE,Male,Never,5-6 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Minor impact,Every night,Every day,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 9:44:14 pm",Third year,CSE,Male,Never,6-7 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),Low stress,Good
"13/4/2026, 9:45:21 pm",Third year,ECE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Always,Always,Often (3-4 times a week),Minor impact,Every night,Rarely (1-2 times a week),Never,Extremely high stress,Average
"13/4/2026, 9:48:38 pm",Third year,ECE,Male,Every night,5-6 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Minor impact,Every night,Rarely (1-2 times a week),Every day,Low stress,Good
"13/4/2026, 9:51:05 pm",Third year,CSE,Male,Rarely (1-2 times a week),6-7 hours,Often (5-6 times a week),Average,Rarely,Often,Often (3-4 times a week),Moderate impact,Every night,Never,Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 9:53:00 pm",Third year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Often,Rarely (1-2 times a month),Moderate impact,Every night,Never,Every day,High stress,Good
"13/4/2026, 9:53:24 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Extremely high stress,Good
"13/4/2026, 9:55:13 pm",Second year,CSE,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Good,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
